thickness,subunit_segments,tilt,pdb_code,membrane_topology_in,membrane_topology_out,group
31.2,17.0,0.0,7F57,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,16.0,3.0,8FWQ,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,12.0,3.0,7KS0,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.2,12.0,2.0,6JFY,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,12.0,3.0,6KZM,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.4,4.0,0.0,3BKD,intravirion side,virion surface,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
34.3,4.0,3.0,2RLF,intravirion side,virion surface,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.8,7.0,15.0,6D9H,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.2,14.0,1.0,5N2S,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,7.0,12.0,7LD3,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,24.0,3.0,6A90,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
34.3,4.0,3.0,2L0J,intravirion side,virion surface,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
34.0,4.0,0.0,2LY0,intravirion side,virion surface,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.1,4.0,7.0,3LBW,intravirion side,virion surface,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.4,4.0,0.0,4QKC,intravirion side,virion surface,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.6,4.0,0.0,5JOO,intravirion side,virion surface,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,4.0,0.0,6BKK,intravirion side,virion surface,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,4.0,1.0,6NV1,intravirion side,virion surface,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.6,4.0,1.0,2LJB,intravirion side,virion surface,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.0,24.0,3.0,7FBS,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.8,7.0,8.0,3EML,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,7.0,9.0,3QAK,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,7.0,10.0,2YDO,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,7.0,9.0,3RFM,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,7.0,14.0,3VG9,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,24.0,0.0,5EK0,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.4,12.0,0.0,5OFR,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,5.0,0.0,7K3G,intravirion side,virion surface,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
26.8,12.0,1.0,2M6X,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
36.6,6.0,15.0,2QTS,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,26.0,0.0,7WE4,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
36.6,6.0,15.0,3S3X,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.8,6.0,10.0,4FZ0,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.4,4.0,9.0,3WKV,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,6.0,0.0,4NTW,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.0,6.0,1.0,5WKU,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,9.0,0.0,6VTK,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,9.0,10.0,7CFS,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
27.4,21.0,0.0,5WTR,cytoplasmic side ,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.9,10.0,0.0,2BBJ,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.0,10.0,0.0,2IUB,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.9,10.0,0.0,2HN2,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.0,10.0,1.0,4EEB,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,7.0,9.0,4UHR,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.2,7.0,18.0,5NLX,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.2,7.0,18.0,6PS7,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.2,7.0,18.0,6JZH,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,28.0,0.0,7N17,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.6,6.0,0.0,7SQG,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
25.4,22.0,4.0,3CSL,periplasm,extracellular side,TRANSMEMBRANE PROTEINS:BETA-BARREL
24.6,22.0,5.0,3FHH,periplasm,extracellular side,TRANSMEMBRANE PROTEINS:BETA-BARREL
32.4,6.0,0.0,8EQ4,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.1,10.0,0.0,2YVX,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,10.0,0.0,2ZY9,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.8,10.0,0.0,4U9L,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.1,30.0,0.0,3M71,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,7.0,9.0,5WF5,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.2,7.0,18.0,5MZJ,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.2,7.0,18.0,6ZDR,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.2,7.0,18.0,6WQA,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.6,10.0,0.0,3JCF,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.4,10.0,0.0,4EV6,cytoplasmic side ,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,10.0,0.0,4YMS,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.1,30.0,0.0,4YCR,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.1,30.0,0.0,8EN9,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.8,30.0,0.0,7EN0,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.4,30.0,0.0,7WNQ,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,6.0,0.0,5F1C,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
34.2,6.0,0.0,5SVJ,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.8,6.0,0.0,5YVE,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,6.0,1.0,6AH4,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
33.8,12.0,1.0,4RY2,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.4,12.0,20.0,7T54,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,24.0,8.0,7CM3,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,12.0,2.0,5C78,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.2,7.0,18.0,7ARO,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.8,7.0,8.0,7RM5,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.2,7.0,20.0,7PX4,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.4,7.0,6.0,7EZC,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
34.8,7.0,12.0,7T32,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,6.0,0.0,6U9V,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.0,28.0,5.0,5GJV,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,20.0,0.0,6VX5,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.4,20.0,0.0,8ECY,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,20.0,0.0,8D1I,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,20.0,0.0,8D1E,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.8,15.0,1.0,5SV0,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,7.0,19.0,8CU6,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,7.0,14.0,8GNE,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
33.0,12.0,3.0,6HRC,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,12.0,0.0,6M96,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
25.8,24.0,0.0,6QV6,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,24.0,0.0,6G9O,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,24.0,0.0,6NZW,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
24.8,22.0,5.0,1XKW,periplasm,extracellular side,TRANSMEMBRANE PROTEINS:BETA-BARREL
31.0,24.0,0.0,5ZSU,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.0,24.0,0.0,6DJB,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,28.0,0.0,8DXN,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,6.0,0.0,7CFG,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.2,6.0,4.0,7M1T,cytoplasmic side ,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.8,2.0,19.0,2H3O,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.8,2.0,19.0,1WAZ,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,7.0,19.0,2LNL,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
23.4,22.0,7.0,3QLB,periplasm,extracellular side,TRANSMEMBRANE PROTEINS:BETA-BARREL
32.6,7.0,3.0,5T1A,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
34.6,7.0,4.0,6GPS,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,24.0,0.0,6M04,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,36.0,0.0,5ZUG,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,9.0,0.0,6M97,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,24.0,0.0,6O84,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
34.6,28.0,0.0,6UZY,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
33.0,28.0,0.0,6VD7,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
36.6,28.0,0.0,6V6D,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,28.0,0.0,6M66,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
37.0,28.0,0.0,6WBF,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.2,14.0,0.0,3ODU,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
24.0,22.0,8.0,2O5P,periplasm,extracellular side,TRANSMEMBRANE PROTEINS:BETA-BARREL
33.8,7.0,9.0,4RWS,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.8,7.0,0.0,7XBW,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
34.4,7.0,0.0,4MBS,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.2,7.0,1.0,7F1Q,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
33.8,7.0,5.0,6QZH,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.8,2.0,19.0,2LJ2,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.0,4.0,0.0,2MPN,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,10.0,0.0,5I20,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,28.0,0.0,6M02,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,24.0,0.0,6V9V,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.2,35.0,0.0,7DWB,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
34.8,28.0,0.0,7F8J,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
35.0,28.0,0.0,8A3B,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
33.2,28.0,0.0,7XLB,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.2,28.0,0.0,8F7C,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,6.0,0.0,7JI3,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.2,28.0,1.0,6LVF,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
33.0,7.0,7.0,5LWE,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
34.8,7.0,6.0,5GLH,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,7.0,16.0,6K1Q,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.6,7.0,5.0,6LRY,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,7.0,10.0,7CKW,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
33.0,7.0,8.0,6CM4,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
33.0,14.0,0.0,7LZH,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,24.0,0.0,6BQR,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.8,8.0,20.0,5A40,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.3,24.0,0.0,1YMG,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.8,24.0,0.0,1SOR,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.8,24.0,0.0,2B6O,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
34.2,7.0,11.0,6LUQ,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,7.0,4.0,7JVR,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,28.0,0.0,7RQU,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.4,36.0,0.0,1OY6,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.4,36.0,0.0,1T9T,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.4,36.0,0.0,2HQC,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.0,36.0,1.0,2GIF,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.0,36.0,1.0,2DHH,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.4,39.0,0.0,2RDD,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.4,36.0,0.0,2W1B,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.4,36.0,0.0,3D9B,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,16.0,1.0,7K2T,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
33.0,7.0,8.0,3PBL,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.8,7.0,11.0,5WIU,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.0,7.0,1.0,3RZE,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.6,7.0,4.0,7F61,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.4,16.0,0.0,8DKU,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,24.0,0.0,6MHO,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
27.2,12.0,4.0,7SHN,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.4,12.0,0.0,7RR9,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
27.2,12.0,5.0,7VWC,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
34.0,7.0,1.0,7TD3,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.0,7.0,7.0,7YXA,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.8,7.0,1.0,6WJC,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,7.0,4.0,6ZFZ,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.8,7.0,4.0,3UON,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.2,7.0,8.0,4MQS,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,7.0,19.0,6U1N,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.2,7.0,5.0,4DAJ,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
27.8,12.0,2.0,7X07,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,12.0,0.0,6JBJ,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.4,16.0,7.0,7OZ1,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.0,36.0,1.0,3AOB,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.0,36.0,1.0,3W9H,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.4,36.0,0.0,4K7Q,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
33.8,7.0,10.0,6KP6,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.4,28.0,0.0,7S88,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.0,14.0,1.0,4DJH,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,14.0,4.0,6VI4,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
33.0,7.0,10.0,6B73,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.0,14.0,5.0,4DKL,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
37.4,8.0,17.0,7T2G,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
35.0,14.0,7.0,8EF5,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.0,36.0,1.0,4ZIT,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,24.0,0.0,6WB8,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.0,36.0,1.0,5YIL,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.6,36.0,1.0,6BAJ,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.0,36.0,1.0,7B5P,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
34.4,7.0,11.0,4EJ4,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
34.0,7.0,14.0,4N6H,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.6,14.0,4.0,8F7S,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
34.4,7.0,12.0,5TGZ,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,7.0,11.0,6KQI,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.8,7.0,9.0,5U09,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.6,30.0,0.0,7QET,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.8,7.0,11.0,5ZTY,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.2,36.0,0.0,6Z12,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
33.4,27.0,0.0,6LMV,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.0,7.0,7.0,5DHG,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.6,7.0,4.0,4GRV,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,7.0,6.0,4BUO,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.8,7.0,5.0,4XEE,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,7.0,10.0,7L0P,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
33.4,7.0,5.0,5ZBQ,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.0,7.0,6.0,7X9A,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.2,7.0,6.0,7DDZ,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,16.0,2.0,7R8C,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.6,14.0,3.0,7FDV,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.0,36.0,0.0,3W9J,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.0,36.0,0.0,6IIA,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.1,48.0,1.0,6IOK,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.3,48.0,0.0,6TA6,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
23.4,18.0,4.0,3RBH,periplasm,extracellular side,TRANSMEMBRANE PROTEINS:BETA-BARREL
28.0,36.0,0.0,4K0J,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
35.8,7.0,8.0,7X9B,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,16.0,1.0,6XSR,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.2,7.0,1.0,7X9C,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
33.4,7.0,1.0,3VW7,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.8,7.0,11.0,5NDD,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,7.0,6.0,7E2X,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
33.6,7.0,7.0,4IAR,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
